filename,filepath,cellname,stage,celltype
GSM6999288_GasbE751290.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999288_GasbE751290.pairs.gz,GasbE751290,E75,neural ectoderm
GSM6999220_GasbE751217.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999220_GasbE751217.pairs.gz,GasbE751217,E75,ExE endoderm
GSM6999940_GaseE751049.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999940_GaseE751049.pairs.gz,GaseE751049,E75,ExE ectoderm
GSM7000778_GaseE753129.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000778_GaseE753129.pairs.gz,GaseE753129,E75,ExE endoderm
GSM7000507_GaseE752282.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000507_GaseE752282.pairs.gz,GaseE752282,E75,ExE mesoderm
GSM6998952_GasaE751321.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998952_GasaE751321.pairs.gz,GasaE751321,E75,ExE mesoderm
GSM6999042_GasbE751036.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999042_GasbE751036.pairs.gz,GasbE751036,E75,ExE endoderm
GSM6999264_GasbE751264.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999264_GasbE751264.pairs.gz,GasbE751264,E75,early mesenchyme
GSM7000353_GaseE752120.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000353_GaseE752120.pairs.gz,GaseE752120,E75,early mesoderm
GSM6998721_GasaE751129.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998721_GasaE751129.pairs.gz,GasaE751129,E75,ExE ectoderm
GSM6999151_GasbE751146.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999151_GasbE751146.pairs.gz,GasbE751146,E75,ExE ectoderm
GSM6999410_GascE753031.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999410_GascE753031.pairs.gz,GascE753031,E75,neural ectoderm
GSM6999935_GaseE751044.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999935_GaseE751044.pairs.gz,GaseE751044,E75,ExE mesoderm
GSM6999392_GascE753013.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999392_GascE753013.pairs.gz,GascE753013,E75,early mesoderm
GSM6999290_GasbE751292.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999290_GasbE751292.pairs.gz,GasbE751292,E75,early mesoderm
GSM7000149_GaseE751267.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000149_GaseE751267.pairs.gz,GaseE751267,E75,blood
GSM7000779_GaseE753130.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000779_GaseE753130.pairs.gz,GaseE753130,E75,neural ectoderm
GSM6999469_GascE753091.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999469_GascE753091.pairs.gz,GascE753091,E75,early mesoderm
GSM7000898_GaseE753252.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000898_GaseE753252.pairs.gz,GaseE753252,E75,endoderm
GSM7000781_GaseE753132.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000781_GaseE753132.pairs.gz,GaseE753132,E75,ExE mesoderm
GSM7000411_GaseE752180.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000411_GaseE752180.pairs.gz,GaseE752180,E75,early mesenchyme
GSM6999032_GasbE751026.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999032_GasbE751026.pairs.gz,GasbE751026,E75,blood
GSM7000426_GaseE752195.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000426_GaseE752195.pairs.gz,GaseE752195,E75,early mesoderm
GSM6999482_GascE753104.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999482_GascE753104.pairs.gz,GascE753104,E75,neural ectoderm
GSM6998857_GasaE751220.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998857_GasaE751220.pairs.gz,GasaE751220,E75,ExE endoderm
GSM6999440_GascE753062.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999440_GascE753062.pairs.gz,GascE753062,E75,ExE ectoderm
GSM7000805_GaseE753156.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000805_GaseE753156.pairs.gz,GaseE753156,E75,blood
GSM7000090_GaseE751205.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000090_GaseE751205.pairs.gz,GaseE751205,E75,early mesenchyme
GSM7000777_GaseE753128.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000777_GaseE753128.pairs.gz,GaseE753128,E75,ExE mesoderm
GSM7000425_GaseE752194.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000425_GaseE752194.pairs.gz,GaseE752194,E75,early mesoderm
GSM6999455_GascE753077.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999455_GascE753077.pairs.gz,GascE753077,E75,early mesenchyme
GSM6998967_GasaE751336.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998967_GasaE751336.pairs.gz,GasaE751336,E75,ExE endoderm
GSM7000734_GaseE753085.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000734_GaseE753085.pairs.gz,GaseE753085,E75,neural ectoderm
GSM7000170_GaseE751291.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000170_GaseE751291.pairs.gz,GaseE751291,E75,blood
GSM6998863_GasaE751226.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998863_GasaE751226.pairs.gz,GasaE751226,E75,early mesoderm
GSM7000005_GaseE751117.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000005_GaseE751117.pairs.gz,GaseE751117,E75,early mesoderm
GSM7000457_GaseE752226.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000457_GaseE752226.pairs.gz,GaseE752226,E75,ExE endoderm
GSM6999395_GascE753016.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999395_GascE753016.pairs.gz,GascE753016,E75,ExE ectoderm
GSM7000470_GaseE752239.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000470_GaseE752239.pairs.gz,GaseE752239,E75,neural ectoderm
GSM7000644_GaseE753038.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000644_GaseE753038.pairs.gz,GaseE753038,E75,endoderm
GSM7000567_GaseE752344.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000567_GaseE752344.pairs.gz,GaseE752344,E75,ExE mesoderm
GSM6999978_GaseE751089.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999978_GaseE751089.pairs.gz,GaseE751089,E75,ExE ectoderm
GSM6999493_GascE753115.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999493_GascE753115.pairs.gz,GascE753115,E75,ExE endoderm
GSM6998655_GasaE751062.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998655_GasaE751062.pairs.gz,GasaE751062,E75,endoderm
GSM6998741_GasaE751149.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998741_GasaE751149.pairs.gz,GasaE751149,E75,ExE endoderm
GSM6999130_GasbE751125.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999130_GasbE751125.pairs.gz,GasbE751125,E75,mitosis
GSM7000263_GaseE752009.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000263_GaseE752009.pairs.gz,GaseE752009,E75,neural ectoderm
GSM7000885_GaseE753237.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000885_GaseE753237.pairs.gz,GaseE753237,E75,early mesenchyme
GSM6999941_GaseE751050.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999941_GaseE751050.pairs.gz,GaseE751050,E75,neural ectoderm
GSM6998652_GasaE751059.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998652_GasaE751059.pairs.gz,GasaE751059,E75,early mesenchyme
GSM7000066_GaseE751180.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000066_GaseE751180.pairs.gz,GaseE751180,E75,ExE mesoderm
GSM6999386_GascE753007.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999386_GascE753007.pairs.gz,GascE753007,E75,ExE ectoderm
GSM7000281_GaseE752031.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000281_GaseE752031.pairs.gz,GaseE752031,E75,early mesoderm
GSM6998898_GasaE751264.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998898_GasaE751264.pairs.gz,GasaE751264,E75,neural ectoderm
GSM7000759_GaseE753110.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000759_GaseE753110.pairs.gz,GaseE753110,E75,blood
GSM7000806_GaseE753157.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000806_GaseE753157.pairs.gz,GaseE753157,E75,early mesenchyme
GSM6999117_GasbE751111.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999117_GasbE751111.pairs.gz,GasbE751111,E75,mitosis
GSM6999470_GascE753092.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999470_GascE753092.pairs.gz,GascE753092,E75,mitosis
GSM7000343_GaseE752108.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000343_GaseE752108.pairs.gz,GaseE752108,E75,neural ectoderm
GSM6999313_GasbE751315.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999313_GasbE751315.pairs.gz,GasbE751315,E75,neural ectoderm
GSM7000637_GaseE753031.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000637_GaseE753031.pairs.gz,GaseE753031,E75,ExE mesoderm
GSM6998719_GasaE751127.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998719_GasaE751127.pairs.gz,GasaE751127,E75,early mesenchyme
GSM6998720_GasaE751128.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998720_GasaE751128.pairs.gz,GasaE751128,E75,neural ectoderm
GSM7000194_GaseE751317.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000194_GaseE751317.pairs.gz,GaseE751317,E75,neural ectoderm
GSM6999374_GasbE751376.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999374_GasbE751376.pairs.gz,GasbE751376,E75,ExE endoderm
GSM6999930_GaseE751039.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999930_GaseE751039.pairs.gz,GaseE751039,E75,endoderm
GSM6999081_GasbE751075.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999081_GasbE751075.pairs.gz,GasbE751075,E75,early mesenchyme
GSM6999158_GasbE751153.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999158_GasbE751153.pairs.gz,GasbE751153,E75,early mesoderm
GSM6998928_GasaE751296.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998928_GasaE751296.pairs.gz,GasaE751296,E75,mitosis
GSM6999149_GasbE751144.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999149_GasbE751144.pairs.gz,GasbE751144,E75,ExE ectoderm
GSM7000237_GaseE751362.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000237_GaseE751362.pairs.gz,GaseE751362,E75,ExE endoderm
GSM7000554_GaseE752331.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000554_GaseE752331.pairs.gz,GaseE752331,E75,early mesenchyme
GSM7000571_GaseE752348.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000571_GaseE752348.pairs.gz,GaseE752348,E75,neural ectoderm
GSM6999372_GasbE751374.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999372_GasbE751374.pairs.gz,GasbE751374,E75,ExE ectoderm
GSM6999231_GasbE751228.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999231_GasbE751228.pairs.gz,GasbE751228,E75,early mesenchyme
GSM7000570_GaseE752347.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000570_GaseE752347.pairs.gz,GaseE752347,E75,early mesoderm
GSM7000139_GaseE751256.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000139_GaseE751256.pairs.gz,GaseE751256,E75,early mesenchyme
GSM6998733_GasaE751141.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998733_GasaE751141.pairs.gz,GasaE751141,E75,neural ectoderm
GSM7000876_GaseE753228.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000876_GaseE753228.pairs.gz,GaseE753228,E75,ExE endoderm
GSM6999973_GaseE751084.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999973_GaseE751084.pairs.gz,GaseE751084,E75,early mesoderm
GSM7000878_GaseE753230.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000878_GaseE753230.pairs.gz,GaseE753230,E75,neural ectoderm
GSM7000102_GaseE751218.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000102_GaseE751218.pairs.gz,GaseE751218,E75,ExE mesoderm
GSM7000186_GaseE751309.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000186_GaseE751309.pairs.gz,GaseE751309,E75,neural ectoderm
GSM6999450_GascE753072.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999450_GascE753072.pairs.gz,GascE753072,E75,blood
GSM7000513_GaseE752290.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000513_GaseE752290.pairs.gz,GaseE752290,E75,neural ectoderm
GSM6999035_GasbE751029.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999035_GasbE751029.pairs.gz,GasbE751029,E75,endoderm
GSM6999387_GascE753008.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999387_GascE753008.pairs.gz,GascE753008,E75,ExE ectoderm
GSM6999920_GaseE751028.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999920_GaseE751028.pairs.gz,GaseE751028,E75,mitosis
GSM7000483_GaseE752255.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000483_GaseE752255.pairs.gz,GaseE752255,E75,early mesenchyme
GSM6999993_GaseE751105.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999993_GaseE751105.pairs.gz,GaseE751105,E75,ExE ectoderm
GSM7000424_GaseE752193.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000424_GaseE752193.pairs.gz,GaseE752193,E75,blood
GSM6999263_GasbE751263.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999263_GasbE751263.pairs.gz,GasbE751263,E75,endoderm
GSM6999214_GasbE751211.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999214_GasbE751211.pairs.gz,GasbE751211,E75,neural ectoderm
GSM7000865_GaseE753217.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000865_GaseE753217.pairs.gz,GaseE753217,E75,ExE ectoderm
GSM7000501_GaseE752276.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000501_GaseE752276.pairs.gz,GaseE752276,E75,blood
GSM6999397_GascE753018.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999397_GascE753018.pairs.gz,GascE753018,E75,ExE mesoderm
GSM7000350_GaseE752117.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000350_GaseE752117.pairs.gz,GaseE752117,E75,ExE mesoderm
GSM6998902_GasaE751268.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998902_GasaE751268.pairs.gz,GasaE751268,E75,mitosis
GSM7000810_GaseE753161.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000810_GaseE753161.pairs.gz,GaseE753161,E75,neural ectoderm
GSM7000422_GaseE752191.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000422_GaseE752191.pairs.gz,GaseE752191,E75,ExE endoderm
GSM7000918_GaseE753274.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000918_GaseE753274.pairs.gz,GaseE753274,E75,early mesoderm
GSM6999194_GasbE751191.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999194_GasbE751191.pairs.gz,GasbE751191,E75,early mesenchyme
GSM6999963_GaseE751074.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999963_GaseE751074.pairs.gz,GaseE751074,E75,early mesenchyme
GSM6999365_GasbE751367.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999365_GasbE751367.pairs.gz,GasbE751367,E75,blood
GSM7000794_GaseE753145.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000794_GaseE753145.pairs.gz,GaseE753145,E75,blood
GSM6999393_GascE753014.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999393_GascE753014.pairs.gz,GascE753014,E75,ExE ectoderm
GSM7000917_GaseE753272.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000917_GaseE753272.pairs.gz,GaseE753272,E75,ExE ectoderm
GSM7000287_GaseE752038.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000287_GaseE752038.pairs.gz,GaseE752038,E75,ExE mesoderm
GSM7000103_GaseE751219.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000103_GaseE751219.pairs.gz,GaseE751219,E75,neural ectoderm
GSM6999972_GaseE751083.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999972_GaseE751083.pairs.gz,GaseE751083,E75,ExE endoderm
GSM6998901_GasaE751267.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998901_GasaE751267.pairs.gz,GasaE751267,E75,ExE endoderm
GSM6998926_GasaE751294.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998926_GasaE751294.pairs.gz,GasaE751294,E75,mitosis
GSM7000418_GaseE752187.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000418_GaseE752187.pairs.gz,GaseE752187,E75,mitosis
GSM6999428_GascE753050.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999428_GascE753050.pairs.gz,GascE753050,E75,epiblast and PS
GSM7000773_GaseE753124.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000773_GaseE753124.pairs.gz,GaseE753124,E75,early mesoderm
GSM6999505_GascE753127.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999505_GascE753127.pairs.gz,GascE753127,E75,ExE endoderm
GSM7000246_GaseE751372.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000246_GaseE751372.pairs.gz,GaseE751372,E75,neural ectoderm
GSM7000379_GaseE752148.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000379_GaseE752148.pairs.gz,GaseE752148,E75,ExE mesoderm
GSM7000754_GaseE753105.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000754_GaseE753105.pairs.gz,GaseE753105,E75,early mesoderm
GSM6999047_GasbE751041.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999047_GasbE751041.pairs.gz,GasbE751041,E75,ExE ectoderm
GSM7000120_GaseE751236.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000120_GaseE751236.pairs.gz,GaseE751236,E75,early mesoderm
GSM7000381_GaseE752150.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000381_GaseE752150.pairs.gz,GaseE752150,E75,epithelial cells
GSM6999324_GasbE751326.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999324_GasbE751326.pairs.gz,GasbE751326,E75,neural ectoderm
GSM6998964_GasaE751333.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998964_GasaE751333.pairs.gz,GasaE751333,E75,ExE ectoderm
GSM6999284_GasbE751286.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999284_GasbE751286.pairs.gz,GasbE751286,E75,epithelial cells
GSM7000193_GaseE751316.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000193_GaseE751316.pairs.gz,GaseE751316,E75,ExE endoderm
GSM6999462_GascE753084.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999462_GascE753084.pairs.gz,GascE753084,E75,ExE endoderm
GSM7000714_GaseE753065.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000714_GaseE753065.pairs.gz,GaseE753065,E75,ExE endoderm
GSM7000268_GaseE752014.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000268_GaseE752014.pairs.gz,GaseE752014,E75,ExE ectoderm
GSM6998915_GasaE751281.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998915_GasaE751281.pairs.gz,GasaE751281,E75,ExE ectoderm
GSM7000860_GaseE753212.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000860_GaseE753212.pairs.gz,GaseE753212,E75,ExE mesoderm
GSM6999012_GasaE751382.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999012_GasaE751382.pairs.gz,GasaE751382,E75,ExE ectoderm
GSM6999330_GasbE751332.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999330_GasbE751332.pairs.gz,GasbE751332,E75,early mesenchyme
GSM7000026_GaseE751139.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000026_GaseE751139.pairs.gz,GaseE751139,E75,blood
GSM6998849_GasaE751212.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998849_GasaE751212.pairs.gz,GasaE751212,E75,neural ectoderm
GSM7000508_GaseE752283.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000508_GaseE752283.pairs.gz,GaseE752283,E75,endoderm
GSM6999481_GascE753103.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999481_GascE753103.pairs.gz,GascE753103,E75,blood
GSM6998698_GasaE751106.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998698_GasaE751106.pairs.gz,GasaE751106,E75,ExE endoderm
GSM6999308_GasbE751310.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999308_GasbE751310.pairs.gz,GasbE751310,E75,ExE ectoderm
GSM6999165_GasbE751161.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999165_GasbE751161.pairs.gz,GasbE751161,E75,neural ectoderm
GSM7000853_GaseE753205.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000853_GaseE753205.pairs.gz,GaseE753205,E75,early mesoderm
GSM6999905_GaseE751012.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999905_GaseE751012.pairs.gz,GaseE751012,E75,ExE ectoderm
GSM6999247_GasbE751245.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999247_GasbE751245.pairs.gz,GasbE751245,E75,early mesoderm
GSM6999237_GasbE751234.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999237_GasbE751234.pairs.gz,GasbE751234,E75,endoderm
GSM6998697_GasaE751105.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6998697_GasaE751105.pairs.gz,GasaE751105,E75,neural ectoderm
GSM6999176_GasbE751172.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999176_GasbE751172.pairs.gz,GasbE751172,E75,epithelial cells
GSM7000555_GaseE752332.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000555_GaseE752332.pairs.gz,GaseE752332,E75,neural ectoderm
GSM7000717_GaseE753068.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000717_GaseE753068.pairs.gz,GaseE753068,E75,ExE endoderm
GSM6999050_GasbE751044.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999050_GasbE751044.pairs.gz,GasbE751044,E75,neural ectoderm
GSM6999304_GasbE751306.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999304_GasbE751306.pairs.gz,GasbE751306,E75,neural ectoderm
GSM6999287_GasbE751289.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999287_GasbE751289.pairs.gz,GasbE751289,E75,neural ectoderm
GSM6999987_GaseE751098.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM6999987_GaseE751098.pairs.gz,GaseE751098,E75,epiblast and PS
GSM7000202_GaseE751325.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7000202_GaseE751325.pairs.gz,GaseE751325,E75,early mesoderm
