filename,chromosome_count,cellname,stage,celltype
GSM7005181,20,OrgeE851026,E85,blood
GSM7005182,20,OrgeE851027,E85,ExE endoderm
GSM7005183,21,OrgeE851028,E85,blood
GSM7005184,20,OrgeE851029,E85,blood
GSM7005185,20,OrgeE851030,E85,NMP
GSM7005186,20,OrgeE851031,E85,epithelial cells
GSM7005187,21,OrgeE851032,E85,intermediate mesoderm
GSM7005188,20,OrgeE851033,E85,early mesoderm
GSM7005189,21,OrgeE851034,E85,intermediate mesoderm
GSM7005190,20,OrgeE851035,E85,early mesenchyme
GSM7005191,20,OrgeE851036,E85,blood
GSM7005192,20,OrgeE851037,E85,intermediate mesoderm
GSM7005193,20,OrgeE851038,E85,intermediate mesoderm
GSM7005194,20,OrgeE851039,E85,early mesoderm
GSM7005195,20,OrgeE851040,E85,neural tube
GSM7005196,20,OrgeE851041,E85,early mesenchyme
GSM7005197,21,OrgeE851042,E85,blood
GSM7005198,20,OrgeE851043,E85,intermediate mesoderm
GSM7005199,20,OrgeE851044,E85,blood
GSM7005200,21,OrgeE851045,E85,early mesenchyme
GSM7005201,20,OrgeE851046,E85,schwann cell precursors
GSM7005202,21,OrgeE851047,E85,intermediate mesoderm
GSM7005203,20,OrgeE851048,E85,blood
GSM7005204,20,OrgeE851049,E85,blood
GSM7005205,20,OrgeE851050,E85,epithelial cells
GSM7005206,20,OrgeE851051,E85,mitosis
GSM7005207,20,OrgeE851052,E85,intermediate mesoderm
GSM7005208,21,OrgeE851053,E85,early mesenchyme
GSM7005209,21,OrgeE851054,E85,mitosis
GSM7005210,21,OrgeE851055,E85,blood
GSM7005211,20,OrgeE851056,E85,neural tube
GSM7005212,20,OrgeE851057,E85,ExE mesoderm
GSM7005213,20,OrgeE851058,E85,ExE endoderm
GSM7005214,20,OrgeE851059,E85,epithelial cells
GSM7005215,20,OrgeE851060,E85,mitosis
GSM7005216,21,OrgeE851061,E85,schwann cell precursors
GSM7005217,21,OrgeE851062,E85,epithelial cells
GSM7005218,20,OrgeE851063,E85,early mesoderm
GSM7005219,20,OrgeE851064,E85,epithelial cells
GSM7005220,21,OrgeE851065,E85,intermediate mesoderm
GSM7005221,20,OrgeE851066,E85,ExE endoderm
GSM7005222,20,OrgeE851067,E85,blood
GSM7005223,20,OrgeE851068,E85,ExE mesoderm
GSM7005224,21,OrgeE851069,E85,mitosis
GSM7005225,21,OrgeE851070,E85,early mesenchyme
GSM7005226,21,OrgeE851071,E85,epithelial cells
GSM7005227,20,OrgeE851072,E85,blood
GSM7005228,21,OrgeE851073,E85,neural tube
GSM7005229,21,OrgeE851074,E85,oligodendrocytes and progenitors
GSM7005230,20,OrgeE851075,E85,neural tube
GSM7005231,20,OrgeE851076,E85,ExE endoderm
GSM7005232,20,OrgeE851077,E85,blood
GSM7005233,21,OrgeE851078,E85,neural tube
GSM7005234,21,OrgeE851079,E85,NMP
GSM7005235,21,OrgeE851080,E85,notochord
GSM7005236,20,OrgeE851081,E85,ExE mesoderm
GSM7005237,20,OrgeE851082,E85,mitosis
GSM7005238,20,OrgeE851083,E85,blood
GSM7005239,21,OrgeE851084,E85,neural tube
GSM7005240,20,OrgeE851085,E85,blood
GSM7005241,20,OrgeE851086,E85,early mesenchyme
GSM7005242,21,OrgeE851087,E85,ExE endoderm
GSM7005243,20,OrgeE851088,E85,early mesoderm
GSM7005244,21,OrgeE851089,E85,neural tube
GSM7005245,21,OrgeE851090,E85,neural tube
GSM7005246,20,OrgeE851091,E85,blood
GSM7005247,21,OrgeE851092,E85,ExE mesoderm
GSM7005248,20,OrgeE851093,E85,blood
GSM7005249,21,OrgeE851094,E85,mitosis
GSM7005250,21,OrgeE851095,E85,neural tube
GSM7005251,20,OrgeE851096,E85,early mesenchyme
GSM7005252,21,OrgeE851097,E85,intermediate mesoderm
GSM7005253,20,OrgeE851098,E85,schwann cell precursors
GSM7005254,20,OrgeE851099,E85,epithelial cells
GSM7005255,20,OrgeE851100,E85,neural tube
GSM7005256,20,OrgeE851101,E85,mitosis
GSM7005257,20,OrgeE851102,E85,mitosis
GSM7005258,21,OrgeE851103,E85,intermediate mesoderm
GSM7005259,20,OrgeE851104,E85,epithelial cells
GSM7005260,20,OrgeE851105,E85,intermediate mesoderm
GSM7005261,20,OrgeE851106,E85,ExE mesoderm
GSM7005262,21,OrgeE851107,E85,mitosis
GSM7005263,20,OrgeE851108,E85,early mesenchyme
GSM7005264,21,OrgeE851109,E85,early mesoderm
GSM7005265,20,OrgeE851110,E85,notochord
GSM7005266,20,OrgeE851111,E85,blood
GSM7005267,20,OrgeE851112,E85,early mesoderm
GSM7005268,20,OrgeE851113,E85,blood
GSM7005269,21,OrgeE851114,E85,epithelial cells
GSM7005270,20,OrgeE851115,E85,mitosis
GSM7005271,21,OrgeE851116,E85,epithelial cells
GSM7005272,21,OrgeE851117,E85,mitosis
GSM7005273,20,OrgeE851118,E85,early mesoderm
GSM7005274,21,OrgeE851119,E85,intermediate mesoderm
GSM7005275,20,OrgeE851120,E85,blood
GSM7005276,20,OrgeE851121,E85,intermediate mesoderm
GSM7005277,20,OrgeE851122,E85,mitosis
GSM7005278,21,OrgeE851123,E85,intermediate mesoderm
GSM7005279,20,OrgeE851124,E85,ExE mesoderm
GSM7005280,20,OrgeE851125,E85,early mesoderm
GSM7005281,21,OrgeE851126,E85,NMP
GSM7005282,20,OrgeE851127,E85,NMP
GSM7005283,20,OrgeE851128,E85,early mesoderm
GSM7005284,20,OrgeE851129,E85,early mesoderm
GSM7005285,20,OrgeE851130,E85,epithelial cells
GSM7005286,20,OrgeE851131,E85,schwann cell precursors
GSM7005287,20,OrgeE851132,E85,blood
GSM7005288,21,OrgeE851133,E85,neural tube
GSM7005289,21,OrgeE851134,E85,mitosis
GSM7005290,21,OrgeE851135,E85,ExE endoderm
GSM7005291,20,OrgeE851136,E85,blood
GSM7005292,20,OrgeE851137,E85,neural tube
GSM7005293,20,OrgeE851138,E85,early mesenchyme
GSM7005294,21,OrgeE851139,E85,early mesoderm
GSM7005295,20,OrgeE851140,E85,ExE mesoderm
GSM7005296,20,OrgeE851141,E85,epithelial cells
GSM7005297,20,OrgeE851142,E85,blood
GSM7005298,21,OrgeE851143,E85,early mesenchyme
GSM7005299,20,OrgeE851144,E85,NMP
GSM7005300,20,OrgeE851145,E85,blood
GSM7005301,21,OrgeE851146,E85,neural tube
GSM7005302,20,OrgeE851147,E85,neural tube
GSM7005303,21,OrgeE851148,E85,early mesenchyme
GSM7005304,21,OrgeE851149,E85,early mesenchyme
GSM7005305,21,OrgeE851150,E85,blood
GSM7005306,20,OrgeE851151,E85,epithelial cells
GSM7005307,20,OrgeE851152,E85,blood
GSM7005308,21,OrgeE851153,E85,intermediate mesoderm
GSM7005309,20,OrgeE851154,E85,mitosis
GSM7005310,20,OrgeE851155,E85,blood
GSM7005311,21,OrgeE851156,E85,blood
GSM7005312,21,OrgeE851157,E85,mitosis
GSM7005313,21,OrgeE851158,E85,mitosis
GSM7005314,20,OrgeE851159,E85,intermediate mesoderm
GSM7005315,20,OrgeE851160,E85,blood
GSM7005316,21,OrgeE851161,E85,epithelial cells
GSM7005317,20,OrgeE851162,E85,early mesoderm
GSM7005318,20,OrgeE851163,E85,neural tube
GSM7005319,21,OrgeE851164,E85,NMP
GSM7005320,20,OrgeE851165,E85,early mesenchyme
GSM7005321,20,OrgeE851166,E85,ExE endoderm
GSM7005322,21,OrgeE851167,E85,blood
GSM7005323,20,OrgeE851168,E85,blood
GSM7005324,20,OrgeE851169,E85,early mesenchyme
GSM7005325,20,OrgeE851170,E85,early mesenchyme
GSM7005326,20,OrgeE851171,E85,neural tube
GSM7005327,20,OrgeE851172,E85,blood
GSM7005328,21,OrgeE851173,E85,ExE endoderm
GSM7005329,21,OrgeE851174,E85,blood
GSM7005330,20,OrgeE851175,E85,mitosis
GSM7005331,20,OrgeE851176,E85,early mesoderm
GSM7005332,21,OrgeE851177,E85,intermediate mesoderm
GSM7005333,20,OrgeE851178,E85,intermediate mesoderm
GSM7005334,21,OrgeE851179,E85,early mesoderm
GSM7005335,21,OrgeE851180,E85,early mesenchyme
GSM7005336,20,OrgeE851181,E85,blood
GSM7005337,20,OrgeE851182,E85,blood
GSM7005338,20,OrgeE851183,E85,early mesenchyme
GSM7005339,21,OrgeE851184,E85,blood
GSM7005340,21,OrgeE851185,E85,early mesoderm
GSM7005341,21,OrgeE851186,E85,epithelial cells
GSM7005342,20,OrgeE851187,E85,neural tube
GSM7005343,20,OrgeE851188,E85,blood
GSM7005344,20,OrgeE851189,E85,mitosis
GSM7005345,21,OrgeE851190,E85,NMP
GSM7005346,20,OrgeE851191,E85,early mesenchyme
GSM7005347,20,OrgeE851192,E85,mitosis
GSM7005348,20,OrgeE851193,E85,epithelial cells
GSM7005349,20,OrgeE851194,E85,blood
GSM7005350,20,OrgeE851195,E85,blood
GSM7005351,20,OrgeE851196,E85,mitosis
GSM7005352,20,OrgeE851197,E85,blood
GSM7005353,21,OrgeE851198,E85,neural tube
GSM7005354,21,OrgeE851199,E85,early mesenchyme
GSM7005355,20,OrgeE851200,E85,blood
GSM7005356,20,OrgeE851201,E85,blood
GSM7005357,20,OrgeE851202,E85,blood
GSM7005358,21,OrgeE851203,E85,blood
GSM7005359,20,OrgeE851204,E85,blood
GSM7005360,21,OrgeE851205,E85,neural tube
GSM7005361,21,OrgeE851206,E85,neural tube
GSM7005362,21,OrgeE851207,E85,epithelial cells
GSM7005363,21,OrgeE851208,E85,neural tube
GSM7005364,20,OrgeE851209,E85,schwann cell precursors
GSM7005365,21,OrgeE851210,E85,blood
GSM7005366,21,OrgeE851211,E85,ExE endoderm
GSM7005367,20,OrgeE851212,E85,neural tube
GSM7005368,20,OrgeE851213,E85,blood
GSM7005369,20,OrgeE851214,E85,neural tube
GSM7005370,21,OrgeE851215,E85,neural tube
GSM7005371,21,OrgeE851216,E85,schwann cell precursors
GSM7005372,20,OrgeE851217,E85,intermediate mesoderm
GSM7005373,20,OrgeE851218,E85,intermediate mesoderm
GSM7005374,21,OrgeE851219,E85,epithelial cells
GSM7005375,20,OrgeE851220,E85,intermediate mesoderm
GSM7005376,21,OrgeE851221,E85,blood
GSM7005377,21,OrgeE851222,E85,intermediate mesoderm
GSM7005378,20,OrgeE851223,E85,early mesenchyme
GSM7005379,20,OrgeE851224,E85,blood
GSM7005380,20,OrgeE851225,E85,endoderm
GSM7005381,20,OrgeE851226,E85,intermediate mesoderm
GSM7005382,20,OrgeE851227,E85,intermediate mesoderm
GSM7005383,21,OrgeE851228,E85,blood
GSM7005384,21,OrgeE851229,E85,early mesoderm
GSM7005385,21,OrgeE851230,E85,neural tube
GSM7005386,21,OrgeE851231,E85,mitosis
GSM7005387,20,OrgeE851232,E85,mitosis
GSM7005388,20,OrgeE851233,E85,schwann cell precursors
GSM7005389,21,OrgeE851234,E85,epithelial cells
GSM7005390,21,OrgeE851235,E85,blood
GSM7005391,21,OrgeE851236,E85,early mesoderm
GSM7005392,21,OrgeE851237,E85,early mesoderm
GSM7005393,20,OrgeE851238,E85,early mesenchyme
GSM7005394,20,OrgeE851239,E85,ExE mesoderm
GSM7005395,21,OrgeE851240,E85,early mesoderm
GSM7005396,21,OrgeE851241,E85,ExE endoderm
GSM7005397,20,OrgeE851242,E85,epithelial cells
GSM7005398,20,OrgeE851243,E85,intermediate mesoderm
GSM7005399,20,OrgeE851244,E85,notochord
GSM7005400,20,OrgeE851245,E85,early mesenchyme
GSM7005401,21,OrgeE851246,E85,blood
GSM7005402,20,OrgeE851247,E85,early mesoderm
GSM7005403,21,OrgeE851248,E85,ExE endoderm
GSM7005404,20,OrgeE851249,E85,early mesoderm
GSM7005405,21,OrgeE851250,E85,early mesoderm
GSM7005406,20,OrgeE851251,E85,blood
GSM7005407,21,OrgeE851253,E85,blood
GSM7005408,21,OrgeE851254,E85,neural tube
GSM7005409,21,OrgeE851255,E85,ExE endoderm
GSM7005410,20,OrgeE851256,E85,ExE mesoderm
GSM7005411,20,OrgeE851258,E85,ExE mesoderm
GSM7005412,20,OrgeE851259,E85,early mesenchyme
GSM7005413,20,OrgeE851260,E85,early mesoderm
GSM7005414,20,OrgeE851261,E85,blood
GSM7005415,21,OrgeE851262,E85,intermediate mesoderm
GSM7005416,20,OrgeE851263,E85,blood
GSM7005417,21,OrgeE851264,E85,ExE mesoderm
GSM7005418,20,OrgeE851265,E85,intermediate mesoderm
GSM7005419,21,OrgeE851266,E85,epithelial cells
GSM7005420,20,OrgeE851267,E85,blood
GSM7005421,21,OrgeE851268,E85,blood
GSM7005422,20,OrgeE851269,E85,NMP
GSM7005423,21,OrgeE851270,E85,neural tube
GSM7005424,21,OrgeE851271,E85,blood
GSM7005425,21,OrgeE851272,E85,mitosis
GSM7005426,20,OrgeE851273,E85,schwann cell precursors
GSM7005427,21,OrgeE851274,E85,schwann cell precursors
GSM7005428,20,OrgeE851275,E85,blood
GSM7005429,21,OrgeE851276,E85,mitosis
GSM7005430,20,OrgeE851277,E85,schwann cell precursors
GSM7005431,20,OrgeE851278,E85,intermediate mesoderm
GSM7005432,20,OrgeE851279,E85,early mesoderm
GSM7005433,20,OrgeE851280,E85,early mesenchyme
GSM7005434,21,OrgeE851281,E85,NMP
GSM7005435,20,OrgeE851282,E85,blood
GSM7005436,20,OrgeE851283,E85,NMP
GSM7005437,20,OrgeE851284,E85,blood
GSM7005438,21,OrgeE851285,E85,early mesenchyme
GSM7005439,20,OrgeE851286,E85,early mesoderm
GSM7005440,21,OrgeE851287,E85,neural tube
GSM7005441,20,OrgeE851288,E85,blood
GSM7005442,21,OrgeE851289,E85,NMP
GSM7005443,20,OrgeE851290,E85,neural tube
GSM7005444,21,OrgeE851292,E85,early mesenchyme
GSM7005445,20,OrgeE851293,E85,early mesenchyme
GSM7005446,20,OrgeE851294,E85,mitosis
GSM7005447,21,OrgeE851296,E85,epithelial cells
GSM7005448,21,OrgeE851297,E85,mitosis
GSM7005449,20,OrgeE851298,E85,notochord
GSM7005450,21,OrgeE851299,E85,blood
GSM7005451,21,OrgeE851300,E85,schwann cell precursors
GSM7005452,20,OrgeE851301,E85,blood
GSM7005453,21,OrgeE851302,E85,mitosis
GSM7005454,20,OrgeE851303,E85,intermediate mesoderm
GSM7005455,21,OrgeE851304,E85,blood
GSM7005456,21,OrgeE851305,E85,early mesoderm
GSM7005457,21,OrgeE851306,E85,schwann cell precursors
GSM7005458,21,OrgeE851307,E85,blood
GSM7005459,20,OrgeE851308,E85,neural tube
GSM7005460,20,OrgeE851309,E85,early mesenchyme
GSM7005461,21,OrgeE851310,E85,mix late mesenchyme
GSM7005462,21,OrgeE851311,E85,intermediate mesoderm
GSM7005463,20,OrgeE851312,E85,mitosis
GSM7005464,20,OrgeE851313,E85,ExE endoderm
GSM7005465,21,OrgeE851315,E85,neural tube
GSM7005466,20,OrgeE851316,E85,NMP
GSM7005467,20,OrgeE851317,E85,blood
GSM7005468,21,OrgeE851318,E85,blood
GSM7005469,20,OrgeE851319,E85,blood
GSM7005470,21,OrgeE851320,E85,early mesoderm
GSM7005471,20,OrgeE851321,E85,neural tube
GSM7005472,20,OrgeE851322,E85,blood
GSM7005473,21,OrgeE851323,E85,early mesenchyme
GSM7005474,20,OrgeE851324,E85,notochord
GSM7005475,20,OrgeE851325,E85,epithelial cells
GSM7005476,20,OrgeE851326,E85,neural tube
GSM7005477,20,OrgeE851327,E85,ExE endoderm
GSM7005478,21,OrgeE851328,E85,blood
GSM7005479,21,OrgeE851329,E85,NMP
GSM7005480,21,OrgeE851330,E85,blood
GSM7005481,21,OrgeE851331,E85,neural tube
GSM7005482,20,OrgeE851332,E85,neural tube
GSM7005483,20,OrgeE851333,E85,blood
GSM7005484,20,OrgeE851334,E85,blood
GSM7005485,21,OrgeE851335,E85,mitosis
GSM7005486,21,OrgeE851336,E85,early mesoderm
GSM7005487,20,OrgeE851337,E85,early mesenchyme
GSM7005488,21,OrgeE851338,E85,early mesoderm
GSM7005489,21,OrgeE851339,E85,epithelial cells
GSM7005490,21,OrgeE851340,E85,neural tube
GSM7005491,20,OrgeE851341,E85,neural tube
GSM7005492,20,OrgeE851342,E85,neural tube
GSM7005493,20,OrgeE851343,E85,blood
GSM7005494,20,OrgeE851344,E85,schwann cell precursors
GSM7005495,21,OrgeE851345,E85,mitosis
GSM7005496,20,OrgeE851346,E85,neural tube
GSM7005497,20,OrgeE851347,E85,neural tube
GSM7005498,20,OrgeE851348,E85,blood
GSM7005499,21,OrgeE851349,E85,NMP
GSM7005500,20,OrgeE851350,E85,early mesenchyme
GSM7005501,21,OrgeE851351,E85,blood
GSM7005502,20,OrgeE851352,E85,blood
GSM7005503,21,OrgeE851353,E85,intermediate mesoderm
GSM7005504,20,OrgeE851354,E85,blood
GSM7005505,21,OrgeE851355,E85,early mesenchyme
GSM7005506,21,OrgeE851356,E85,mitosis
GSM7005507,21,OrgeE851357,E85,early neurons
GSM7005508,21,OrgeE851358,E85,ExE mesoderm
GSM7005509,20,OrgeE851359,E85,ExE mesoderm
GSM7005510,21,OrgeE851360,E85,blood
GSM7005511,20,OrgeE851361,E85,intermediate mesoderm
GSM7005512,20,OrgeE851362,E85,NMP
GSM7005513,21,OrgeE851363,E85,ExE mesoderm
GSM7005514,21,OrgeE851364,E85,neural tube
GSM7005515,21,OrgeE851365,E85,NMP
GSM7005516,20,OrgeE851366,E85,blood
GSM7005517,20,OrgeE851367,E85,blood
GSM7005518,20,OrgeE851368,E85,early mesenchyme
GSM7005519,21,OrgeE851369,E85,early mesenchyme
GSM7005520,21,OrgeE851370,E85,mitosis
GSM7005521,20,OrgeE851371,E85,blood
GSM7005522,20,OrgeE851372,E85,epithelial cells
GSM7005523,20,OrgeE851373,E85,mitosis
GSM7005524,20,OrgeE851374,E85,neural tube
GSM7005525,20,OrgeE851375,E85,blood
GSM7005526,21,OrgeE851376,E85,neural tube
GSM7005527,20,OrgeE851377,E85,mitosis
GSM7005528,20,OrgeE851378,E85,blood
GSM7005529,21,OrgeE851379,E85,neural tube
GSM7005530,21,OrgeE851380,E85,NMP
GSM7005531,21,OrgeE851381,E85,mitosis
GSM7005532,20,OrgeE851382,E85,NMP
GSM7005533,20,OrgeE851383,E85,neural tube
GSM7005534,21,OrgeE851384,E85,schwann cell precursors
GSM7005535,21,OrgeEX052001,EX05,mix late mesenchyme
GSM7005536,21,OrgeEX052002,EX05,mix late mesenchyme
GSM7005537,20,OrgeEX052003,EX05,mix late mesenchyme
GSM7005538,20,OrgeEX052004,EX05,mix late mesenchyme
GSM7005539,21,OrgeEX052005,EX05,mitosis
GSM7005540,21,OrgeEX052006,EX05,mitosis
GSM7005541,20,OrgeEX052007,EX05,mix late mesenchyme
GSM7005542,21,OrgeEX052008,EX05,radial glias
GSM7005543,21,OrgeEX052009,EX05,mix late mesenchyme
GSM7005544,21,OrgeEX052010,EX05,mix late mesenchyme
GSM7005545,21,OrgeEX052011,EX05,mix late mesenchyme
GSM7005546,20,OrgeEX052012,EX05,radial glias
GSM7005547,20,OrgeEX052013,EX05,radial glias
GSM7005548,20,OrgeEX052014,EX05,early mesenchyme
GSM7005549,20,OrgeEX052015,EX05,radial glias
GSM7005550,20,OrgeEX052016,EX05,mix late mesenchyme
GSM7005551,21,OrgeEX052017,EX05,early neurons
GSM7005552,20,OrgeEX052018,EX05,early neurons
GSM7005553,21,OrgeEX052019,EX05,mitosis
GSM7005554,20,OrgeEX052020,EX05,intermediate mesoderm
GSM7005555,21,OrgeEX052021,EX05,radial glias
GSM7005556,21,OrgeEX052022,EX05,oligodendrocytes and progenitors
GSM7005557,21,OrgeEX052023,EX05,mitosis
GSM7005558,21,OrgeEX052024,EX05,mix late mesenchyme
GSM7005559,20,OrgeEX052025,EX05,early neurons
GSM7005560,21,OrgeEX052026,EX05,radial glias
GSM7005561,21,OrgeEX052027,EX05,myocytes
GSM7005562,21,OrgeEX052028,EX05,intermediate mesoderm
GSM7005563,21,OrgeEX052029,EX05,intermediate mesoderm
GSM7005564,21,OrgeEX052030,EX05,radial glias
GSM7005565,21,OrgeEX052031,EX05,mix late mesenchyme
GSM7005566,21,OrgeEX052032,EX05,mitosis
GSM7005567,21,OrgeEX052033,EX05,early neurons
GSM7005568,21,OrgeEX052034,EX05,mix late mesenchyme
GSM7005569,21,OrgeEX052035,EX05,oligodendrocytes and progenitors
GSM7005570,20,OrgeEX052036,EX05,myocytes
GSM7005571,21,OrgeEX052037,EX05,mix late mesenchyme
GSM7005572,20,OrgeEX052038,EX05,radial glias
GSM7005573,20,OrgeEX052039,EX05,early neurons
GSM7005574,20,OrgeEX052040,EX05,mix late mesenchyme
GSM7005575,20,OrgeEX052041,EX05,blood
GSM7005576,20,OrgeEX052042,EX05,mix late mesenchyme
GSM7005577,20,OrgeEX052043,EX05,mitosis
GSM7005578,20,OrgeEX052044,EX05,radial glias
GSM7005579,21,OrgeEX052045,EX05,epithelial cells
GSM7005580,21,OrgeEX052046,EX05,mitosis
GSM7005581,20,OrgeEX052047,EX05,mix late mesenchyme
GSM7005582,21,OrgeEX052048,EX05,early neurons
GSM7005583,20,OrgeEX052049,EX05,early neurons
GSM7005584,20,OrgeEX052050,EX05,early neurons
GSM7005585,20,OrgeEX052051,EX05,mix late mesenchyme
GSM7005586,20,OrgeEX052052,EX05,myocytes
GSM7005587,21,OrgeEX052053,EX05,radial glias
GSM7005588,21,OrgeEX052054,EX05,mix late mesenchyme
GSM7005589,21,OrgeEX052055,EX05,mix late mesenchyme
GSM7005590,20,OrgeEX052056,EX05,early neurons
GSM7005591,21,OrgeEX052057,EX05,early neurons
GSM7005592,20,OrgeEX052058,EX05,oligodendrocytes and progenitors
GSM7005593,20,OrgeEX052059,EX05,mitosis
GSM7005594,21,OrgeEX052060,EX05,mix late mesenchyme
GSM7005595,21,OrgeEX052061,EX05,mitosis
GSM7005596,20,OrgeEX052062,EX05,oligodendrocytes and progenitors
GSM7005597,21,OrgeEX052063,EX05,early neurons
GSM7005598,21,OrgeEX052064,EX05,mitosis
GSM7005599,21,OrgeEX052065,EX05,mix late mesenchyme
GSM7005600,20,OrgeEX052066,EX05,mitosis
GSM7005601,20,OrgeEX052067,EX05,radial glias
GSM7005602,21,OrgeEX052069,EX05,early neurons
GSM7005603,20,OrgeEX052070,EX05,intermediate mesoderm
GSM7005604,21,OrgeEX052071,EX05,myocytes
GSM7005605,21,OrgeEX052072,EX05,early neurons
GSM7005606,21,OrgeEX052073,EX05,radial glias
GSM7005607,20,OrgeEX052074,EX05,intermediate mesoderm
GSM7005608,21,OrgeEX052075,EX05,intermediate mesoderm
GSM7005609,20,OrgeEX052076,EX05,mix late mesenchyme
GSM7005610,20,OrgeEX052077,EX05,mix late mesenchyme
GSM7005611,20,OrgeEX052078,EX05,early neurons
GSM7005612,21,OrgeEX052079,EX05,mix late mesenchyme
GSM7005613,21,OrgeEX052080,EX05,early neurons
GSM7005614,20,OrgeEX052081,EX05,mix late mesenchyme
GSM7005615,21,OrgeEX052082,EX05,early neurons
GSM7005616,20,OrgeEX052083,EX05,mix late mesenchyme
GSM7005617,20,OrgeEX052084,EX05,radial glias
GSM7005618,21,OrgeEX052085,EX05,notochord
GSM7005619,21,OrgeEX052086,EX05,early neurons
GSM7005620,21,OrgeEX052087,EX05,early neurons
GSM7005621,21,OrgeEX052088,EX05,blood
GSM7005622,21,OrgeEX052089,EX05,intermediate mesoderm
GSM7005623,20,OrgeEX052090,EX05,intermediate mesoderm
GSM7005624,21,OrgeEX052091,EX05,mix late mesenchyme
GSM7005625,20,OrgeEX052092,EX05,early neurons
GSM7005626,21,OrgeEX052093,EX05,early neurons
GSM7005627,21,OrgeEX052094,EX05,blood
GSM7005628,21,OrgeEX052095,EX05,mitosis
GSM7005629,20,OrgeEX052096,EX05,myocytes
GSM7005630,20,OrgeEX052097,EX05,mix late mesenchyme
GSM7005631,20,OrgeEX052098,EX05,epithelial cells
GSM7005632,20,OrgeEX052099,EX05,early neurons
GSM7005633,21,OrgeEX052100,EX05,oligodendrocytes and progenitors
GSM7005634,21,OrgeEX052101,EX05,radial glias
GSM7005635,20,OrgeEX052102,EX05,radial glias
GSM7005636,20,OrgeEX052103,EX05,mix late mesenchyme
GSM7005637,20,OrgeEX052104,EX05,schwann cell precursors
GSM7005638,20,OrgeEX052105,EX05,mix late mesenchyme
GSM7005639,21,OrgeEX052106,EX05,radial glias
GSM7005640,20,OrgeEX052107,EX05,mix late mesenchyme
GSM7005641,20,OrgeEX052108,EX05,early mesenchyme
GSM7005642,21,OrgeEX052109,EX05,intermediate mesoderm
GSM7005643,20,OrgeEX052110,EX05,mix late mesenchyme
GSM7005644,20,OrgeEX052111,EX05,early neurons
GSM7005645,20,OrgeEX052112,EX05,radial glias
GSM7005646,20,OrgeEX052113,EX05,radial glias
GSM7005647,20,OrgeEX052114,EX05,schwann cell precursors
GSM7005648,21,OrgeEX052115,EX05,mix late mesenchyme
GSM7005649,21,OrgeEX052116,EX05,mix late mesenchyme
GSM7005650,21,OrgeEX052117,EX05,early neurons
GSM7005651,20,OrgeEX052118,EX05,mix late mesenchyme
GSM7005652,20,OrgeEX052119,EX05,mix late mesenchyme
GSM7005653,21,OrgeEX052120,EX05,mix late mesenchyme
GSM7005654,21,OrgeEX052121,EX05,early neurons
GSM7005655,21,OrgeEX052122,EX05,early neurons
GSM7005656,21,OrgeEX052123,EX05,early neurons
GSM7005657,20,OrgeEX052124,EX05,radial glias
GSM7005658,20,OrgeEX052125,EX05,mitosis
GSM7005659,21,OrgeEX052126,EX05,mitosis
GSM7005660,21,OrgeEX052127,EX05,mix late mesenchyme
GSM7005661,20,OrgeEX052128,EX05,oligodendrocytes and progenitors
GSM7005662,21,OrgeEX052129,EX05,mix late mesenchyme
GSM7005663,20,OrgeEX052130,EX05,radial glias
GSM7005664,21,OrgeEX052131,EX05,notochord
GSM7005665,20,OrgeEX052132,EX05,mitosis
GSM7005666,21,OrgeEX052133,EX05,mix late mesenchyme
GSM7005667,21,OrgeEX052134,EX05,mix late mesenchyme
GSM7005668,20,OrgeEX052135,EX05,oligodendrocytes and progenitors
GSM7005669,20,OrgeEX052136,EX05,mix late mesenchyme
GSM7005670,21,OrgeEX052137,EX05,early neurons
GSM7005671,20,OrgeEX052138,EX05,radial glias
GSM7005672,20,OrgeEX052139,EX05,mix late mesenchyme
GSM7005673,21,OrgeEX052140,EX05,oligodendrocytes and progenitors
GSM7005674,21,OrgeEX052141,EX05,radial glias
GSM7005675,20,OrgeEX052142,EX05,neural tube
GSM7005676,20,OrgeEX052143,EX05,early neurons
GSM7005677,21,OrgeEX052144,EX05,radial glias
GSM7005678,20,OrgeEX052145,EX05,mix late mesenchyme
GSM7005679,20,OrgeEX052146,EX05,radial glias
GSM7005680,20,OrgeEX052147,EX05,mix late mesenchyme
GSM7005681,20,OrgeEX052148,EX05,intermediate mesoderm
GSM7005682,20,OrgeEX052149,EX05,blood
GSM7005683,20,OrgeEX052150,EX05,mix late mesenchyme
GSM7005684,21,OrgeEX052151,EX05,early neurons
GSM7005685,21,OrgeEX052152,EX05,mix late mesenchyme
GSM7005686,20,OrgeEX052153,EX05,mix late mesenchyme
GSM7005687,21,OrgeEX052154,EX05,mix late mesenchyme
GSM7005688,21,OrgeEX052155,EX05,mix late mesenchyme
GSM7005689,21,OrgeEX052156,EX05,early neurons
GSM7005690,20,OrgeEX052157,EX05,mitosis
GSM7005691,21,OrgeEX052158,EX05,early neurons
GSM7005692,20,OrgeEX052159,EX05,radial glias
GSM7005693,20,OrgeEX052160,EX05,early neurons
GSM7005694,20,OrgeEX052161,EX05,mix late mesenchyme
GSM7005695,20,OrgeEX052162,EX05,mix late mesenchyme
GSM7005696,20,OrgeEX052163,EX05,early neurons
